id,State_Code,State_Name,City,Zip_Code,ALand,AWater,Mean
3002807,30,Montana,Seeley Lake,59868,3023413197,45199192,44502
3002817,30,Montana,Livingston,59047,2886814435,8196668,64077
3002827,30,Montana,Gardiner,59030,1915234650,12174296,54582
3002837,30,Montana,Conrad,59425,1911807174,2014690,74768
3002847,30,Montana,Deer Lodge,59722,947038843,1929765,48336
3002857,30,Montana,Stevensville,59870,265472841,2710435,46766
3002867,30,Montana,Hamilton,59840,189917306,537952,53642
300287,30,Montana,Bozeman,59771,99547455,93061,104134
3002877,30,Montana,Hamilton,59840,714834680,833689,48904
3002887,30,Montana,Sidney,59270,181661930,433035,84828
3002897,30,Montana,Wolf Point,59201,1459294324,4857499,61370
3002907,30,Montana,Colstrip,59323,31917716,740799,94853
3002917,30,Montana,Trout Creek,59874,2973426098,47527133,55079
3002927,30,Montana,Butte,59701,4293142,0,26238
3002937,30,Montana,Butte,59701,2288855,0,35515
3002947,30,Montana,Butte,59701,3350737,0,60108
3002957,30,Montana,Butte,59701,4718297,0,67751
3002967,30,Montana,Nye,59061,1539348770,6497979,82305
300297,30,Montana,Bozeman,59771,1770663,0,23771
3002977,30,Montana,Fairfield,59436,739163657,19651058,68014
3002987,30,Montana,Shelby,59474,2644664755,44111795,63759
3002997,30,Montana,Nashua,59248,4283466028,12130710,55558
31011004,31,Nebraska,Loup City,68853,2439557,0,48574
31011014,31,Nebraska,Madison,68748,2984219,0,51770
31011024,31,Nebraska,Ansley,68814,1228445,0,47672
31011034,31,Nebraska,Milford,68405,2017792,20572,61942
31011044,31,Nebraska,North Bend,68649,459186,0,45844
31011054,31,Nebraska,Auburn,68305,785190,0,38524
31011064,31,Nebraska,Minden,68959,240084,0,43067
31011074,31,Nebraska,Odell,68415,681373,0,52956
31011084,31,Nebraska,Alma,68920,1553835,0,49777
31011094,31,Nebraska,Palisade,69040,919483,0,54591
31011104,31,Nebraska,Auburn,68305,1361985,0,51170
31011114,31,Nebraska,Pleasanton,68866,874492,0,59507
31011124,31,Nebraska,Petersburg,68652,128671,0,0
31011134,31,Nebraska,Richland,68601,554197,0,48526
31011144,31,Nebraska,Orchard,68764,366563,0,52446
31011154,31,Nebraska,Paxton,69155,406065,0,50361
31011164,31,Nebraska,Shelton,68876,1897863,0,57634
31011174,31,Nebraska,Spalding,68665,831388,0,48982
31011184,31,Nebraska,Table Rock,68447,349530,0,44540
31011194,31,Nebraska,Lodgepole,69149,5664597,5292,79595
31011204,31,Nebraska,Humphrey,68642,82266,0,47452
31011214,31,Nebraska,Milligan,68406,678191,0,90124
31011224,31,Nebraska,Utica,68456,1194486,0,78264
31011234,31,Nebraska,Utica,68456,592244,0,63174
31011244,31,Nebraska,Valley,68064,1669513,0,63480
31011254,31,Nebraska,West Point,68788,7145429,24196,51544
31011264,31,Nebraska,Hooper,68031,374301,0,47647
31011274,31,Nebraska,York,68467,15677754,60252,59238
3101694,31,Nebraska,Alliance,69301,12986640,31691,60237
3101704,31,Nebraska,Palmer,68864,2595996,0,46299
3101714,31,Nebraska,Aurora,68818,7613158,19264,65233
3101724,31,Nebraska,Battle Creek,68715,1827369,0,69911
3101734,31,Nebraska,Bellevue,68123,42871595,408770,68583
3101744,31,Nebraska,Broken Bow,68822,661518,0,56419
3101754,31,Nebraska,Hampton,68843,861692,0,58799
3101764,31,Nebraska,Rock Port,64482,1694801,0,62930
3101774,31,Nebraska,Butte,68722,1080790,0,42126
3101784,31,Nebraska,Cedar Rapids,68627,928280,0,46989
3101794,31,Nebraska,Deshler,68340,1516661,0,54015
3101804,31,Nebraska,Columbus,68602,26359013,603744,59353
3101814,31,Nebraska,Lewiston,68380,411156,0,19874
3101824,31,Nebraska,Wolbach,68882,796836,0,47811
3101834,31,Nebraska,Onawa,51040,2655287,4693,39867
3101844,31,Nebraska,Dorchester,68343,1232952,0,55935
3101854,31,Nebraska,Arapahoe,68922,688027,0,43577
3101864,31,Nebraska,Emerson,68733,1226129,484,44405
3101874,31,Nebraska,Fairfield,68938,1869107,0,50249
3101884,31,Nebraska,Osmond,68765,577461,0,45140
3101894,31,Nebraska,Genoa,68640,2053549,21165,62967
3101904,31,Nebraska,Fairmont,68354,903370,0,41150
3101914,31,Nebraska,Norfolk,68702,1026179,0,69751
3101924,31,Nebraska,Harrison,69346,792255,0,44571
3101934,31,Nebraska,Henderson,68371,1450655,3132,68764
3101944,31,Nebraska,Roseland,68973,582626,0,58527
3101954,31,Nebraska,Humphrey,68642,1283337,11500,58190
3101964,31,Nebraska,Jackson,68743,1166465,0,68196
3101974,31,Nebraska,Kilgore,69216,1159714,0,61600
3101984,31,Nebraska,Leigh,68643,1550417,28332,57314
3101994,31,Nebraska,Schuyler,68661,963688,0,46201
31021007,31,Nebraska,Omaha,68112,3045144,7680,42739
31021017,31,Nebraska,Omaha,68104,971858,0,49432
31021027,31,Nebraska,Omaha,68134,3646989,9087,90365
31021037,31,Nebraska,Omaha,68114,3173411,0,56013
31021047,31,Nebraska,Omaha,68114,2335729,22287,41266
31021057,31,Nebraska,Omaha,68124,2126001,99160,59886
31021067,31,Nebraska,Omaha,68114,2261783,0,33762
3102107,31,Nebraska,Omaha,68108,1331230,0,43500
31021077,31,Nebraska,Omaha,68124,2267742,7534,60382
31021087,31,Nebraska,Omaha,68117,4890814,13779,49205
31021097,31,Nebraska,Omaha,68112,36372629,1299943,92731
31021107,31,Nebraska,Omaha,68164,1561126,0,42405
31021117,31,Nebraska,Omaha,68142,9837693,523988,96768
31021127,31,Nebraska,Boys Town,68010,6308582,135568,159305
31021137,31,Nebraska,Omaha,68144,2178200,5454,54789
31021147,31,Nebraska,Omaha,68144,3188217,2856,122430
31021157,31,Nebraska,Omaha,68164,3154142,17663,81340
31021167,31,Nebraska,Omaha,68134,1736446,0,71403
3102117,31,Nebraska,Omaha,68105,1466886,0,48514
31021177,31,Nebraska,Omaha,68164,3187326,20778,77153
31021187,31,Nebraska,Omaha,68118,2603074,0,94652
31021197,31,Nebraska,Omaha,68134,2634223,0,66122
31021207,31,Nebraska,Omaha,68130,2576114,0,97315
31021217,31,Nebraska,Omaha,68135,3231794,188327,115611
31021227,31,Nebraska,Omaha,68137,1297111,7884,28848
31021237,31,Nebraska,Ralston,68127,2366063,4220,61734
31021247,31,Nebraska,Omaha,68137,2635448,0,65499
31021257,31,Nebraska,Omaha,68137,3143142,38963,48603
31021267,31,Nebraska,Omaha,68127,2629284,14237,42887
3102127,31,Nebraska,Omaha,68131,1305504,0,60954
31021277,31,Nebraska,Omaha,68116,2571257,4823,87578
31021287,31,Nebraska,Valley,68064,107243320,8600371,68967
31021297,31,Nebraska,Omaha,68135,30657325,543848,124418
31021307,31,Nebraska,Elkhorn,68022,7741384,21119,109120
31021317,31,Nebraska,Gretna,68028,5109105,0,96138
31021327,31,Nebraska,Hildreth,68947,589990123,29485,81722
31021337,31,Nebraska,Arapahoe,68922,1862542307,3915843,51380
31021347,31,Nebraska,Beatrice,68310,93729063,1406230,35624
31021357,31,Nebraska,Beatrice,68310,4322631,93519,43743
31021367,31,Nebraska,Hyannis,69350,2010407809,18130867,49247
3102137,31,Nebraska,Omaha,68111,1159881,0,33625
31021377,31,Nebraska,Grand Island,68801,2803936,0,39372
31021387,31,Nebraska,Grand Island,68803,14101456,0,86087
31021397,31,Nebraska,Grand Island,68803,3259375,0,62456
31021407,31,Nebraska,Grand Island,68801,22231012,100125,50628
31021417,31,Nebraska,Hampton,68843,612696327,1875213,74763
31021427,31,Nebraska,Alma,68920,1433471290,53339808,50632
31021437,31,Nebraska,Chambers,68725,3258908688,8110050,68784
31021447,31,Nebraska,St Paul,68873,780972738,8734428,65849
31021457,31,Nebraska,Fairbury,68352,53993371,590694,57451
31021467,31,Nebraska,Minden,68959,41712233,0,46052
3102147,31,Nebraska,Omaha,68112,3045144,7680,44320
31021477,31,Nebraska,Springview,68778,2002258342,2192458,53059
31021487,31,Nebraska,Niobrara,68760,1057816197,62957572,45123
31021497,31,Nebraska,Lincoln,68504,1416371,0,37359
31021507,31,Nebraska,Lincoln,68588,2049014,142562,33228
31021517,31,Nebraska,Lincoln,68504,3862170,0,58701
31021527,31,Nebraska,Lincoln,68507,3270137,0,62953
31021537,31,Nebraska,Lincoln,68506,2176815,0,99974
31021547,31,Nebraska,Lincoln,68506,2807892,0,51215
31021557,31,Nebraska,Lincoln,68510,1263366,0,25139
31021567,31,Nebraska,Lincoln,68502,556138,0,22265
3102157,31,Nebraska,Omaha,68134,1555241,12521,34014
31021577,31,Nebraska,Lincoln,68502,2090055,0,48680
31021587,31,Nebraska,Lincoln,68502,2292344,0,135388
31021597,31,Nebraska,Lincoln,68516,3559398,0,51839
31021607,31,Nebraska,Lincoln,68504,27179046,654622,48138
31021617,31,Nebraska,Lincoln,68521,8545217,0,98976
31021627,31,Nebraska,Lincoln,68528,4587899,1477299,64961
31021637,31,Nebraska,Lincoln,68512,5969510,0,63379
31021647,31,Nebraska,Lincoln,68506,5264110,396740,49073
31021657,31,Nebraska,Lincoln,68516,2588498,0,62663
31021667,31,Nebraska,Lincoln,68516,20805899,0,139616
3102167,31,Nebraska,Omaha,68144,3567980,7305,85217
31021677,31,Nebraska,Malcolm,68402,433771948,10574883,77908
31021687,31,Nebraska,Bennet,68317,445679008,2915922,93771
31021697,31,Nebraska,North Platte,69101,34512309,997539,52641
310217,31,Nebraska,Albion,68620,30385895,0,54544
31021707,31,Nebraska,North Platte,69101,2398967,0,56063
31021717,31,Nebraska,North Platte,69101,6766745,0,92755
31021727,31,Nebraska,Norfolk,68702,16882490,0,85344
31021737,31,Nebraska,Norfolk,68702,36609565,39780,75680
31021747,31,Nebraska,Norfolk,68702,48832009,2085955,47234
31021757,31,Nebraska,Clarks,68628,689081880,14294253,64108
31021767,31,Nebraska,Bridgeport,69336,3687727802,15598670,62633
3102177,31,Nebraska,Omaha,68164,3868936,479,78343
31021777,31,Nebraska,Auburn,68305,988011842,5769943,67814
31021787,31,Nebraska,Superior,68978,49706544,28456,49762
31021797,31,Nebraska,Nebraska City,68410,2319165,95731,42972
31021807,31,Nebraska,Holdrege,68949,26271973,0,51798
31021817,31,Nebraska,Pierce,68767,584360014,684651,58264
31021827,31,Nebraska,Platte Center,68653,602752569,18468176,83169
31021837,31,Nebraska,Columbus,68602,53447402,341466,81373
31021847,31,Nebraska,Columbus,68602,7914306,1525698,74308
31021857,31,Nebraska,Indianola,69034,1770224360,2623576,55022
31021867,31,Nebraska,Mc Cook,69001,62166570,19882,43838
3102187,31,Nebraska,Boys Town,68010,6308582,135568,163315
31021877,31,Nebraska,Crete,68333,106773919,1538035,41442
31021887,31,Nebraska,Bellevue,68005,17992864,1558754,86511
31021897,31,Nebraska,Bellevue,68005,3071805,90488,55575
31021907,31,Nebraska,Bellevue,68133,9833556,105406,67570
31021917,31,Nebraska,Bellevue,68123,1796280,0,78157
31021927,31,Nebraska,Bellevue,68123,1897564,16533,53490
31021937,31,Nebraska,Omaha,68147,8539017,24919,77781
31021947,31,Nebraska,Omaha,68157,3255433,27567,70677
31021957,31,Nebraska,La Vista,68128,1857154,5952,94962
31021967,31,Nebraska,Papillion,68133,10137544,86575,111648
3102197,31,Nebraska,Omaha,68164,1667278,0,48329
31021977,31,Nebraska,La Vista,68128,2545405,0,51445
31021987,31,Nebraska,Papillion,68046,8334025,5098,91754
31021997,31,Nebraska,Omaha,68135,2731903,0,76782
31022007,31,Nebraska,Gretna,68028,46679560,3022448,62226
31022017,31,Nebraska,Omaha,68137,1310995,0,75530
31022027,31,Nebraska,Prague,68050,942200727,4375783,61194
31022037,31,Nebraska,Mead,68041,516603718,11783819,82869
31022047,31,Nebraska,Morrill,69358,299623768,646564,63341
31022057,31,Nebraska,Scottsbluff,69361,1732915,0,61519
31022067,31,Nebraska,Gering,69341,31964024,116976,45630
3102207,31,Nebraska,Omaha,68134,2634223,0,81101
31022077,31,Nebraska,Seward,68434,890019543,6387498,65708
31022087,31,Nebraska,Milford,68405,525972059,4631633,60608
31022097,31,Nebraska,Harrison,69346,5352525304,1872668,59182
31022107,31,Nebraska,Davenport,68335,896186085,984494,50681
31022117,31,Nebraska,Ord,68862,1393009457,5722297,56845
31022127,31,Nebraska,Blair,68008,42444567,1048186,63200
31022137,31,Nebraska,Arlington,68002,585402245,1944963,77179
31022147,31,Nebraska,Wayne,68787,41230684,135402,45528
31022157,31,Nebraska,York,68467,37457811,97360,60646
3102217,31,Nebraska,Omaha,68137,1297111,7884,48792
3102227,31,Nebraska,Omaha,68137,2008384,8110,67733
3102237,31,Nebraska,Elkhorn,68022,10905861,182929,100214
3102247,31,Nebraska,Benkelman,69021,2381955215,3046330,59577
3102257,31,Nebraska,Beatrice,68310,39285673,143515,50847
3102267,31,Nebraska,Grand Island,68801,10073143,159,51174
310227,31,Nebraska,Kearney,68847,46368988,116360,82499
3102277,31,Nebraska,Grand Island,68801,10327641,311254,74800
3102287,31,Nebraska,Chambers,68725,3258908688,8110050,55816
3102297,31,Nebraska,Tecumseh,68450,249454352,459385,52239
3102307,31,Nebraska,Niobrara,68760,1057816197,62957572,57267
3102317,31,Nebraska,Lincoln,68504,3862170,0,51121
3102327,31,Nebraska,Lincoln,68506,2807892,0,59000
3102337,31,Nebraska,Lincoln,68502,2292344,0,108643
3102347,31,Nebraska,Lincoln,68521,2009880,0,46117
3102357,31,Nebraska,Lincoln,68512,5969510,0,59329
3102367,31,Nebraska,Lincoln,68516,7095444,0,116036
310237,31,Nebraska,David City,68632,784495350,11888991,66601
3102377,31,Nebraska,Lincoln,68521,17398007,12670,67804
3102387,31,Nebraska,North Platte,69101,6766745,0,63905
3102397,31,Nebraska,Norfolk,68702,2454554,0,51007
3102407,31,Nebraska,Auburn,68305,988011842,5769943,63459
3102417,31,Nebraska,Madrid,69150,2287828000,2840176,66526
3102427,31,Nebraska,Columbus,68602,35413353,1887927,61969
3102437,31,Nebraska,Falls City,68355,117095502,140581,52771
3102447,31,Nebraska,Omaha,68147,3491026,4393,60137
3102457,31,Nebraska,Bellevue,68123,1213946,0,56220
3102467,31,Nebraska,Papillion,68133,10137544,86575,109675
310247,31,Nebraska,Coleridge,68727,998068960,172422,63849
3102477,31,Nebraska,Gretna,68028,17883049,957051,115870
3102487,31,Nebraska,Prague,68050,942200727,4375783,72486
3102497,31,Nebraska,Scottsbluff,69361,1732915,0,47194
3102507,31,Nebraska,Gordon,69343,5437157786,72414551,58183
3102517,31,Nebraska,Ord,68862,1393009457,5722297,60174
3102527,31,Nebraska,Red Cloud,68970,656255106,182087,45098
3102537,31,Nebraska,Hastings,68901,10512202,506937,75749
3102547,31,Nebraska,Hastings,68901,1644626,0,52338
3102557,31,Nebraska,Hastings,68902,16680705,0,32402
3102567,31,Nebraska,Elgin,68636,935263502,1613507,42877
310257,31,Nebraska,Schuyler,68661,715884447,7292267,77038
3102577,31,Nebraska,Albion,68620,1747778162,1718583,49791
3102587,31,Nebraska,Alliance,69301,181035615,2711797,78070
3102597,31,Nebraska,Pleasanton,68866,1165074117,2287577,62658
3102607,31,Nebraska,Gibbon,68840,585189881,7914476,55585
3102617,31,Nebraska,Kearney,68847,9927634,0,49322
3102627,31,Nebraska,Kearney,68845,3221412,0,45592
3102637,31,Nebraska,Tekamah,68061,484344020,5383166,57847
3102647,31,Nebraska,Plattsmouth,68048,57830742,2283009,73739
3102657,31,Nebraska,Elmwood,68349,375689118,704274,68792
3102667,31,Nebraska,Plattsmouth,68048,46157934,967245,76577
310267,31,Nebraska,So Sioux City,68776,8730069,445137,61922
3102677,31,Nebraska,Imperial,69033,2316533577,7978174,65238
3102687,31,Nebraska,Valentine,69201,12365448276,111804955,63233
3102697,31,Nebraska,Sidney,69162,16424338,680,72635
31027,31,Nebraska,Hastings,68901,39619115,41134,52256
3102707,31,Nebraska,Clarkson,68629,279381934,338351,64477
3102717,31,Nebraska,West Point,68788,259894505,2762938,70100
3102727,31,Nebraska,Callaway,68825,3237764562,301636,58023
3102737,31,Nebraska,So Sioux City,68776,5135736,268576,36018
3102747,31,Nebraska,Jackson,68743,611193560,4799251,77735
3102757,31,Nebraska,Sumner,68878,1187114143,6245826,59312
3102767,31,Nebraska,Cozad,69130,20323170,0,45881
310277,31,Nebraska,Lexington,68850,9883984,16592,51996
3102777,31,Nebraska,Lexington,68850,9883984,16592,38937
3102787,31,Nebraska,Allen,68710,546526340,1178300,49860
3102797,31,Nebraska,Fremont,68025,133241072,1560872,54164
3102807,31,Nebraska,Fremont,68025,5105443,0,96743
3102817,31,Nebraska,Fremont,68025,9400350,8252,57678
3102827,31,Nebraska,Omaha,68111,1175627,19725,30984
3102837,31,Nebraska,Omaha,68110,1888515,0,15408
3102847,31,Nebraska,Omaha,68102,2052447,193159,57227
3102857,31,Nebraska,Omaha,68108,1720576,151212,38319
3102867,31,Nebraska,Omaha,68107,831048,0,48842
310287,31,Nebraska,Fremont,68025,5105443,0,79122
3102877,31,Nebraska,Omaha,68107,2642886,0,17439
3102887,31,Nebraska,Omaha,68105,3923389,0,43777
3102897,31,Nebraska,Omaha,68105,1070158,0,66863
3102907,31,Nebraska,Omaha,68106,1884176,0,77239
3102917,31,Nebraska,Omaha,68105,482382,0,31251
3102927,31,Nebraska,Omaha,68131,1305504,0,59657
3102937,31,Nebraska,Omaha,68132,1190197,0,117538
3102947,31,Nebraska,Omaha,68131,1034131,0,37260
3102957,31,Nebraska,Omaha,68111,1856248,0,22417
3102967,31,Nebraska,Omaha,68132,2097327,0,91070
310297,31,Nebraska,Omaha,68110,1568602,0,30292
3102977,31,Nebraska,Omaha,68104,1787162,0,32629
3102987,31,Nebraska,Omaha,68111,1329142,18254,32097
3102997,31,Nebraska,Omaha,68104,1585634,0,35001
3201158,32,Nevada,Baker,89311,2341544,7167,24166
3201168,32,Nevada,Carlin,89822,27045255,0,91806
3201178,32,Nevada,Dyer,89010,84160404,234293,43486
3201188,32,Nevada,Gardnerville,89410,23806398,0,82365
3201198,32,Nevada,Goldfield,89013,3835345,0,44188
3201208,32,Nevada,Indian Springs,89018,46638432,0,55938
3201218,32,Nevada,Zephyr Cove,89448,4538453,143454,193972
3201228,32,Nevada,Reno,89523,3759924,14009,110894
3201238,32,Nevada,Elko,89801,6424795,0,70603
3201248,32,Nevada,Zephyr Cove,89448,15005387,335193,93119
3201258,32,Nevada,Smith,89430,312407923,4983228,91622
3201268,32,Nevada,Nixon,89424,25888191,0,32420
3201278,32,Nevada,Hawthorne,89415,3531127,0,45467
32021007,32,Nevada,Las Vegas,89120,1090672,0,47974
32021017,32,Nevada,Las Vegas,89183,1953772,0,58145
32021027,32,Nevada,Las Vegas,89123,611612,0,68800
32021037,32,Nevada,Las Vegas,89123,3241785,0,51528
32021047,32,Nevada,Henderson,89052,925247,0,64540
32021057,32,Nevada,Las Vegas,89146,2712853,0,33410
32021067,32,Nevada,Las Vegas,89147,2645437,0,50712
3202107,32,Nevada,Las Vegas,89120,1441640,0,49712
32021077,32,Nevada,Las Vegas,89146,1946945,0,65694
32021087,32,Nevada,Las Vegas,89103,1347864,0,59800
32021097,32,Nevada,Las Vegas,89103,1006929,0,59946
32021107,32,Nevada,Las Vegas,89147,1193783,0,83402
32021117,32,Nevada,Las Vegas,89147,2663426,0,131830
32021127,32,Nevada,Las Vegas,89103,623554,0,35778
32021137,32,Nevada,Las Vegas,89118,625559,0,86992
32021147,32,Nevada,Las Vegas,89113,4626440,0,60117
32021157,32,Nevada,Las Vegas,89139,981267,0,65974
32021167,32,Nevada,Las Vegas,89102,1560214,0,49522
3202117,32,Nevada,Las Vegas,89183,1953772,0,57658
32021177,32,Nevada,Las Vegas,89128,1660586,0,64266
32021187,32,Nevada,Las Vegas,89145,1367369,0,46912
32021197,32,Nevada,Las Vegas,89129,4774298,0,100482
32021207,32,Nevada,Las Vegas,89134,2563979,0,56017
32021217,32,Nevada,Las Vegas,89134,3975980,0,114841
32021227,32,Nevada,Las Vegas,89128,2992043,0,43503
32021237,32,Nevada,Las Vegas,89117,2494220,0,137072
32021247,32,Nevada,Las Vegas,89149,2822096,0,99135
32021257,32,Nevada,Las Vegas,89149,13469152,0,170669
32021267,32,Nevada,Las Vegas,89149,3529928,0,76760
3202127,32,Nevada,Las Vegas,89183,1299874,0,62636
32021277,32,Nevada,Las Vegas,89129,3417733,0,68551
32021287,32,Nevada,Las Vegas,89129,1389151,0,69243
32021297,32,Nevada,Las Vegas,89129,1447284,0,71383
32021307,32,Nevada,Las Vegas,89134,1763164,0,72820
32021317,32,Nevada,Las Vegas,89145,982617,0,43374
32021327,32,Nevada,Las Vegas,89130,3242392,0,67944
32021337,32,Nevada,Las Vegas,89130,3256145,0,99794
32021347,32,Nevada,Las Vegas,89183,1248682,0,73807
32021357,32,Nevada,Las Vegas,89143,6966194,0,115963
32021367,32,Nevada,Las Vegas,89131,2576953,0,119938
3202137,32,Nevada,Las Vegas,89103,983318,0,54344
32021377,32,Nevada,Las Vegas,89129,2043478,0,44155
32021387,32,Nevada,Las Vegas,89128,3986137,0,38141
32021397,32,Nevada,Las Vegas,89108,1513418,0,68220
32021407,32,Nevada,Las Vegas,89128,1156242,0,41707
32021417,32,Nevada,Las Vegas,89108,1975416,0,37356
32021427,32,Nevada,Las Vegas,89106,642547,0,30566
32021437,32,Nevada,North Las Vegas,89032,2668823,0,107771
32021447,32,Nevada,North Las Vegas,89032,2727271,0,57849
32021457,32,Nevada,North Las Vegas,89030,1339423,0,43089
32021467,32,Nevada,North Las Vegas,89081,2654877,0,64579
3202147,32,Nevada,Las Vegas,89103,1328194,0,51278
32021477,32,Nevada,Las Vegas,89115,25356632,112001,54796
32021487,32,Nevada,N. Las Vegas,89031,1338814,0,61174
32021497,32,Nevada,Las Vegas,89123,1356184,0,72792
32021507,32,Nevada,North Las Vegas,89032,1297390,0,66170
32021517,32,Nevada,North Las Vegas,89030,2217912,0,30642
32021527,32,Nevada,North Las Vegas,89030,1395941,0,32599
32021537,32,Nevada,North Las Vegas,89030,636048,0,26532
32021547,32,Nevada,North Las Vegas,89030,1712286,0,46100
32021557,32,Nevada,Las Vegas,89115,1301147,0,28444
32021567,32,Nevada,Las Vegas,89115,2303664,0,21913
3202157,32,Nevada,Las Vegas,89118,4493501,0,73983
32021577,32,Nevada,Las Vegas,89115,907319,0,53845
32021587,32,Nevada,Las Vegas,89142,1394208,0,51091
32021597,32,Nevada,Las Vegas,89110,1344609,0,71091
32021607,32,Nevada,Las Vegas,89110,1308986,0,50115
32021617,32,Nevada,Las Vegas,89142,1354901,0,66783
32021627,32,Nevada,Las Vegas,89122,1287775,0,44780
32021637,32,Nevada,Las Vegas,89142,2240867,0,62243
32021647,32,Nevada,Henderson,89014,5249095,0,45909
32021657,32,Nevada,Henderson,89014,1991459,0,80438
32021667,32,Nevada,Henderson,89014,1373020,0,90172
3202167,32,Nevada,Las Vegas,89113,4626440,0,74247
32021677,32,Nevada,Henderson,89015,2403328,0,46810
32021687,32,Nevada,Henderson,89074,1285326,0,118066
32021697,32,Nevada,Henderson,89074,2638841,0,47446
320217,32,Nevada,Las Vegas,89107,1731611,0,82662
32021707,32,Nevada,Henderson,89074,1592206,0,95438
32021717,32,Nevada,Henderson,89015,4213389,0,121082
32021727,32,Nevada,Henderson,89012,1292237,0,64988
32021737,32,Nevada,Henderson,89052,8956334,0,167203
32021747,32,Nevada,Henderson,89074,1664075,0,98385
32021757,32,Nevada,Henderson,89012,3821601,0,81428
32021767,32,Nevada,Henderson,89015,1243603,0,37673
3202177,32,Nevada,Las Vegas,89139,5002133,0,72722
32021777,32,Nevada,Henderson,89015,2430106,0,80904
32021787,32,Nevada,Henderson,89015,69087467,0,85002
32021797,32,Nevada,Henderson,89015,1208066,0,62311
32021807,32,Nevada,Boulder City,89005,1593280,0,68758
32021817,32,Nevada,Overton,89040,2136646033,290934278,82669
32021827,32,Nevada,Laughlin,89029,18790711,2553023,29412
32021837,32,Nevada,Las Vegas,89183,53447396,0,82458
32021847,32,Nevada,Henderson,89052,5229656,0,147149
32021857,32,Nevada,Las Vegas,89117,1605125,0,107969
32021867,32,Nevada,Las Vegas,89117,1303563,0,43392
3202187,32,Nevada,Las Vegas,89107,793879,0,39912
32021877,32,Nevada,Las Vegas,89147,2647751,0,64650
32021887,32,Nevada,Las Vegas,89138,2001899,0,120570
32021897,32,Nevada,Las Vegas,89147,1330855,0,64967
32021907,32,Nevada,Las Vegas,89123,10863680,0,95611
32021917,32,Nevada,Las Vegas,89141,25588747,0,127945
32021927,32,Nevada,Las Vegas,89135,2809422,0,106885
32021937,32,Nevada,Las Vegas,89147,1364174,0,56661
32021947,32,Nevada,Las Vegas,89148,2037795,0,67752
32021957,32,Nevada,Mesquite,89027,10734195,0,58673
32021967,32,Nevada,Las Vegas,89142,110404077,130912,70232
3202197,32,Nevada,Las Vegas,89128,2992043,0,57238
32021977,32,Nevada,Las Vegas,89119,4758451,0,83328
32021987,32,Nevada,Las Vegas,89115,3919292,0,38022
32021997,32,Nevada,Overton,89040,2322693003,79895158,52330
32022007,32,Nevada,Gardnerville,89460,10253537,0,57767
32022017,32,Nevada,Zephyr Cove,89448,16602399,607877,50203
32022027,32,Nevada,Minden,89423,108387799,478135,70959
32022037,32,Nevada,Elko,89801,10524380,0,120493
32022047,32,Nevada,Elko,89801,4496334,0,74559
32022057,32,Nevada,Spring Creek,89815,300394743,67090,91493
32022067,32,Nevada,Carlin,89822,1148320085,252002,102272
3202207,32,Nevada,Las Vegas,89149,3062870,0,91109
32022077,32,Nevada,Orovada,89425,20371873359,26185682,84119
32022087,32,Nevada,Winnemucca,89445,189570893,0,114277
32022097,32,Nevada,Alamo,89001,18020854040,8054067,51961
32022107,32,Nevada,Silver Springs,89429,644996206,0,56993
32022117,32,Nevada,Smith,89430,2312823391,9402527,70501
32022127,32,Nevada,Hawthorne,89415,521819671,486446,40494
32022137,32,Nevada,Pahrump,89060,1415462601,385982,45456
32022147,32,Nevada,Pahrump,89061,82714594,372,42011
32022157,32,Nevada,Sparks,89434,680962190,1871089,66216
32022167,32,Nevada,Reno,89502,1075443,0,45196
3202217,32,Nevada,Las Vegas,89129,1395263,0,88994
32022177,32,Nevada,Reno,89509,3038402,0,95341
32022187,32,Nevada,Reno,89502,2476147,4238,66617
32022197,32,Nevada,Reno,89511,7493424,0,105488
32022207,32,Nevada,Reno,89509,5180029,6688,64519
32022217,32,Nevada,Reno,89509,3995320,0,88125
32022227,32,Nevada,Reno,89509,2073474,0,41843
32022237,32,Nevada,Reno,89512,3678260,0,50973
32022247,32,Nevada,Reno,89512,2565911,0,33576
32022257,32,Nevada,Sparks,89431,1568217,0,38518
32022267,32,Nevada,Reno,89502,1611099,0,43463
3202227,32,Nevada,Las Vegas,89145,1851774,0,63899
32022277,32,Nevada,Reno,89511,4714359,0,56310
32022287,32,Nevada,Reno,89511,7017195,0,104250
32022297,32,Nevada,Reno,89523,26546388,0,108559
32022307,32,Nevada,Reno,89523,2257536,336,61823
32022317,32,Nevada,Reno,89523,2426962,0,71362
32022327,32,Nevada,Reno,89506,9447477,3321614,46247
32022337,32,Nevada,Reno,89506,24447836,0,73018
32022347,32,Nevada,Reno,89506,74640942,213306,72336
32022357,32,Nevada,Sparks,89433,5092723,0,33904
32022367,32,Nevada,Sparks,89433,4841228,0,71795
3202237,32,Nevada,Las Vegas,89130,3256145,0,86861
32022377,32,Nevada,Sparks,89431,1406724,0,49517
32022387,32,Nevada,Sparks,89431,2265470,0,54782
32022397,32,Nevada,Sparks,89434,2198468,0,57663
32022407,32,Nevada,Sparks,89434,1813435,0,77010
32022417,32,Nevada,Incline Village,89452,140482466,7708858,97213
32022427,32,Nevada,Incline Village,89452,42170950,1893955,104464
32022437,32,Nevada,Sparks,89431,27766656,0,76768
